Poste_Origem,Poste_Destino,Distancia,Lat_Poste_Origem,Lon_Poste_Origem,Lat_Poste_Destino,Lon_Poste_Destino
08-00861    ,08-10504    ,15.112089109508132,-3.738326597850678,-38.54272806517528,-3.7382762414319424,-38.54260154154058
15-06065    ,15-06083    ,15.141132924916814,-3.7457917909494762,-38.537484402416595,-3.745656101350646,-38.53750304762618
08-05196    ,08-09623    ,15.217501087373124,-3.738076417708127,-38.53618970456511,-3.738168223056566,-38.53608758455556
08-00832    ,08-02503    ,15.274771094048626,-3.7365085590892817,-38.533406244803324,-3.7363720931843774,-38.533427875977615
08-09478    ,08-09479    ,15.287719319148218,-3.7465811638343807,-38.54182407225867,-3.746678906845404,-38.54172667019722
08-10288    ,08-10289    ,15.375616344905652,-3.7389693069188676,-38.53936552336613,-3.7390718907330345,-38.53945903606196
08-00108    ,08-01227    ,15.422310340866572,-3.738617484896952,-38.53686734912768,-3.738508971524669,-38.53695464674741
08-02544    ,08-02545    ,15.424336493022963,-3.7447687147258555,-38.53596356369167,-3.744696404804249,-38.536082362487406
08-02504    ,08-09567    ,15.501906051519976,-3.737434123402884,-38.53383762052492,-3.737303164935204,-38.5337876777629
08-01215    ,08-01216    ,15.532224567009068,-3.7403100939155007,-38.53854823975927,-3.7403190668628974,-38.538408649651664
15-05314    ,15-07837    ,15.56952652619854,-3.7461175975010863,-38.53772569317691,-3.746244282800801,-38.537786977143746
08-00887    ,08-03393    ,15.577558074569245,-3.737696873295286,-38.540937185354494,-3.737606653434328,-38.541044952285375
08-02549    ,08-02550    ,15.58457270026997,-3.7440635223342875,-38.5368014507868,-3.744099780775772,-38.536937077786845
08-00362    ,08-03140    ,15.63351798827707,-3.7377336910079664,-38.542141650243984,-3.737594585623144,-38.54211622514337
08-10289    ,08-10290    ,15.69928155771271,-3.7390718907330345,-38.53945903606196,-3.7391744858251506,-38.539556801170676
08-06465    ,08-07769    ,15.70081606159374,-3.7414967875843432,-38.5415594041498,-3.7413882757805204,-38.54165064149488
15-07407    ,15-07408    ,15.752791295967706,-3.7461007015616192,-38.538090575277614,-3.746198730658969,-38.53798760732005
15-05715    ,15-05716    ,15.794703423932974,-3.7549793780293856,-38.5474910589655,-3.754852690850671,-38.54742527022905
08-04924    ,08-09902    ,15.81518010087218,-3.735522671710198,-38.53523560717538,-3.735428707087151,-38.53534300885668
08-03155    ,08-10787    ,15.852758979595436,-3.740961344110123,-38.53834471213781,-3.7410922090083734,-38.53828631040579
08-01244    ,08-07040    ,15.85287444710352,-3.735143933197532,-38.533871827019034,-3.735196519586395,-38.53400464591096
08-02502    ,08-02503    ,15.90742295294694,-3.7362663496202226,-38.533330708860255,-3.7363720931843774,-38.533427875977615
08-00071    ,08-08782    ,15.941788638669124,-3.7426523815733845,-38.53705378429186,-3.7425256923788406,-38.53698518363073
08-01228    ,08-01229    ,15.943434675880123,-3.7383401353436945,-38.5367858959117,-3.7382395004143785,-38.53668304031354
08-10279    ,08-10295    ,15.982693202339176,-3.7392982989283783,-38.539386616348814,-3.7392876904443564,-38.53953016057129
08-07853    ,08-08784    ,15.98876558712398,-3.7427972328942847,-38.537252392837786,-3.7427339750398216,-38.53738188058564
08-01386    ,08-01387    ,15.998207350728649,-3.733966576307175,-38.535094589943895,-3.7339817799978414,-38.53495131617696
08-00862    ,08-00865    ,16.00439392791867,-3.7382947886169133,-38.54253534964651,-3.738195220854774,-38.542430712375435
08-01217    ,08-01218    ,16.017568479641348,-3.740110990177053,-38.538400878688414,-3.740192346856284,-38.53828151312987
08-00089    ,08-00090    ,16.110943485718025,-3.739431051824028,-38.53567932207061,-3.7395395599542116,-38.535582455864585
08-00440    ,08-01236    ,16.236653172683095,-3.736789166193201,-38.53517190247866,-3.736680658966889,-38.53527045691082
08-03162    ,08-10454    ,16.239460582123744,-3.742387277356851,-38.536675037427116,-3.742378814739712,-38.53682103951724
08-02543    ,08-02544    ,16.25,-3.7448862742192874,-38.53587569763565,-3.7447687147258555,-38.53596356369167
15-05374    ,15-05375    ,16.278820596099706,-3.745794192901972,-38.54204065580187,-3.745902804482509,-38.54213966063732
08-04945    ,08-10348    ,16.29697043150058,-3.7382052381750475,-38.53804652514607,-3.738158875360593,-38.53818584179432
08-02535    ,08-03163    ,16.40550593550836,-3.7426881006338055,-38.536172349049515,-3.742697225532077,-38.53631980983723
08-05172    ,08-05184    ,16.406101189801312,-3.7380558597344935,-38.535483050519545,-3.737947353684333,-38.53558385644858
08-06464    ,08-07768    ,16.450802602000913,-3.741614451111619,-38.54166853501614,-3.7415240464368122,-38.541786216691555
08-02506    ,08-08831    ,16.516521783479,-3.736742394414329,-38.53352141916835,-3.736815358646892,-38.53339161993203
08-00778    ,08-02555    ,16.592661216634298,-3.743177673829619,-38.53816400396823,-3.7431685483374206,-38.53801485450513
15-08466    ,15-08512    ,16.68081809193871,-3.748190739006106,-38.53581222224278,-3.7480413948333475,-38.53579067136226
08-10280    ,08-10281    ,16.697407400325524,-3.7391871637968426,-38.53928885570832,-3.739080294185734,-38.53918258627075
08-00759    ,08-01199    ,16.724911247896056,-3.743314923651848,-38.54110593029093,-3.743242620045403,-38.54123823685245
15-05698    ,15-05742    ,16.751049407425196,-3.7530172994556055,-38.549503706695575,-3.7531259135829993,-38.54960890464572
08-03157    ,08-10791    ,16.826353744702203,-3.741476689735661,-38.53775345504709,-3.7416079972538165,-38.537676799662506
08-05196    ,08-09624    ,16.865179537710127,-3.738076417708127,-38.53618970456511,-3.7379696616480964,-38.536298211891214
08-00449    ,08-10808    ,16.90023444489502,-3.737494179840721,-38.533999693690205,-3.7375087275348853,-38.53384818958858
15-05736    ,15-05739    ,16.97067783708123,-3.753732292556861,-38.55009996544801,-3.7535965559868316,-38.550028552477315
08-01204    ,08-06486    ,16.97067783708123,-3.7423465796927564,-38.540432707750384,-3.7424822415997414,-38.54036115561248
08-00770    ,15-05365    ,17.029386365926403,-3.7451421949193247,-38.54082186651783,-3.745295992426548,-38.540830791935385
08-02518    ,08-02519    ,17.061520218045683,-3.739914357296223,-38.53492708940097,-3.7400458656991695,-38.535007525684975
08-10454    ,08-10778    ,17.17115657176443,-3.742378814739712,-38.53682103951724,-3.742245808268288,-38.536900925375846
08-03149    ,08-03150    ,17.172948385469514,-3.7400572411007014,-38.53940727238035,-3.739957790689873,-38.539526084432126
08-03141    ,08-09723    ,17.177478804628002,-3.7379054539471306,-38.54190629273103,-3.7379346312041726,-38.541754352265215
15-05429    ,15-05436    ,17.179657301587827,-3.7468976956357465,-38.5416843616056,-3.746762035721675,-38.54175985393517
08-02531    ,08-10760    ,17.180271938782486,-3.7414393963640067,-38.53566531968359,-3.7413626365991255,-38.53553078794095
08-03161    ,08-10778    ,17.27082481495028,-3.742114921374723,-38.53698586309713,-3.742245808268288,-38.536900925375846
08-00071    ,08-00785    ,17.315207369535024,-3.7426523815733845,-38.53705378429186,-3.7427700423236887,-38.53715672330902
08-03144    ,08-03145    ,17.372864077347753,-3.7388366923071463,-38.54082796380128,-3.738728192071211,-38.54094115180594
08-00892    ,08-10930    ,17.37809973613883,-3.7382903352356287,-38.540098028648785,-3.738183461249141,-38.53998325351212
15-05438    ,15-07412    ,17.418079314452385,-3.7471050728949415,-38.540362121510725,-3.747026377006475,-38.54022622423073
08-09476    ,15-05410    ,17.453768315597664,-3.7462483056779896,-38.54215892950706,-3.7462918992290515,-38.54231000150913
08-00886    ,08-00887    ,17.46424919657298,-3.737850684996019,-38.54097312733435,-3.737696873295286,-38.540937185354494
08-00966    ,08-10357    ,17.482704118407998,-3.742696275953118,-38.534533900965016,-3.742696468371682,-38.534691341842624
08-06462    ,08-07766    ,17.50086789288777,-3.7420172558467595,-38.54208878047683,-3.741877062274627,-38.54216201420379
08-01212    ,08-10406    ,17.530529769063104,-3.7406513687650897,-38.53892472950542,-3.74079231334246,-38.538852354156326
15-05200    ,15-05410    ,17.600159800410903,-3.7462467457201507,-38.54246199406647,-3.7462918992290515,-38.54231000150913
08-02264    ,08-10284    ,17.674496150140005,-3.738708911624669,-38.53868472227393,-3.7387297749609947,-38.53884252906354
08-02252    ,08-02253    ,17.702511297835684,-3.7405171297976043,-38.53658830703593,-3.7403633135320775,-38.536543923129116
08-01211    ,08-09310    ,17.761806491062238,-3.740898450987337,-38.5391659356226,-3.741033824631232,-38.539079764038945
08-06464    ,08-06465    ,17.776828316659866,-3.741614451111619,-38.54166853501614,-3.7414967875843432,-38.5415594041498
08-01192    ,08-01193    ,17.783858552069063,-3.7444011577246523,-38.542321114901796,-3.744292536148225,-38.54220297338652
15-01245    ,15-08509    ,17.84603567862128,-3.7470211225211303,-38.535581891710926,-3.7471730407541917,-38.535527497164
15-05702    ,15-05745    ,17.86068045316303,-3.753559684674543,-38.54870473938447,-3.7537044679700142,-38.548776147492234
08-01238    ,08-04926    ,17.86519041718722,-3.736191914406499,-38.534844080212764,-3.7360628399036337,-38.53474725661337
08-01210    ,08-10407    ,17.92163942979086,-3.741112999577787,-38.53933490397405,-3.7412667835250546,-38.539283787570916
08-01212    ,08-03153    ,17.96733260518519,-3.7406513687650897,-38.53892472950542,-3.740491210671239,-38.538897108647454
08-10787    ,08-10788    ,17.971982534865948,-3.7410922090083734,-38.53828631040579,-3.7412048050577433,-38.538169556149306
08-02528    ,08-09888    ,17.99724038831328,-3.7405372787850855,-38.535569455398594,-3.7406376104684758,-38.53544181161362
15-05309    ,15-05310    ,18.140079933671736,-3.747185355141233,-38.538207494166244,-3.747022505081685,-38.53818731700461
08-10285    ,08-10345    ,18.16703052269241,-3.738619816825765,-38.5389868644282,-3.7386099603713623,-38.53882355584798
08-01206    ,08-10792    ,18.25978868816155,-3.741875959608834,-38.54006203778775,-3.742033390090502,-38.54001223254991
08-07176    ,08-07177    ,18.26369349282888,-3.744948987172041,-38.534722953708545,-3.7448946246313914,-38.534567636631444
08-08770    ,08-08784    ,18.274063758507577,-3.7425983253549577,-38.53747594700238,-3.7427339750398216,-38.53738188058564
08-07852    ,08-08784    ,18.27737672643424,-3.7428606838774967,-38.53748762914291,-3.7427339750398216,-38.53738188058564
08-05142    ,08-07873    ,18.384776310850235,-3.7441644300378765,-38.539438898049674,-3.744046885545608,-38.53955603162028
08-02583    ,08-07803    ,18.385379795958745,-3.7438916059419864,-38.536744130781095,-3.7439259785773307,-38.53690612698001
15-01589    ,15-01590    ,18.39168035417101,-3.7541648169262793,-38.529725577656514,-3.7540563252682997,-38.52985115180563
08-00094    ,08-00110    ,18.4276216439464,-3.739781261143997,-38.53560393466091,-3.739652791822149,-38.53570969262176
08-01222    ,08-09301    ,18.544288204188373,-3.7394050348138568,-38.5377990051072,-3.7395497362810515,-38.537714502740855
08-00787    ,08-02585    ,18.54565734208416,-3.743539112259914,-38.53735725571087,-3.7435571175656164,-38.537191206577724
15-05360    ,15-05362    ,18.56239478084657,-3.745675621931007,-38.54020526997094,-3.745558078537557,-38.540324655068545
08-05235    ,08-05236    ,18.58468791774562,-3.73633836023832,-38.53805332654618,-3.7361754988804408,-38.5380117614347
08-08782    ,08-10452    ,18.632478346955867,-3.7425256923788406,-38.53698518363073,-3.742624490964768,-38.536849232867446
08-02554    ,08-07970    ,18.76176714091719,-3.7434217244730825,-38.537769883670684,-3.743267893937416,-38.53769848285497
08-01246    ,08-01247    ,18.76200294724061,-3.734632393005114,-38.5334159638105,-3.7345051016559387,-38.53330419780626
08-05201    ,08-05202    ,18.77521707599956,-3.7378872887375176,-38.536377280971365,-3.7377490720859448,-38.536475553828076
08-01225    ,08-01226    ,18.82526560237597,-3.7389886555865064,-38.53735626533693,-3.738852901938346,-38.53725389899828
08-00090    ,08-00110    ,18.87550301716772,-3.7395395599542116,-38.535582455864585,-3.739652791822149,-38.53570969262176
08-01231    ,08-01232    ,18.90116150531496,-3.7374590346348313,-38.53595896632795,-3.7373142405082858,-38.53586842481276
08-00788    ,08-02579    ,19.049688317660213,-3.7432947298290378,-38.53712436562918,-3.7432586321652965,-38.537292112746464
15-05426    ,15-05427    ,19.11192363421328,-3.746671631128767,-38.54187753635458,-3.7465631418119476,-38.5420115507659
08-02549    ,08-07803    ,19.138023416125836,-3.7440635223342875,-38.5368014507868,-3.7439259785773307,-38.53690612698001
15-05709    ,15-05717    ,19.210999453438127,-3.754535920369047,-38.54715976616484,-3.7546355071392408,-38.54730155412724
08-02564    ,08-03159    ,19.256228375241477,-3.7417838802000887,-38.53763940568257,-3.741693670103109,-38.53749105545551
08-00437    ,08-00448    ,19.258350039678124,-3.7373947682489814,-38.534189986819705,-3.737427444882669,-38.534360339674954
08-00437    ,08-00447    ,19.280714074669323,-3.7373947682489814,-38.534189986819705,-3.7375073100558733,-38.534057331714685
08-07047    ,08-07050    ,19.28114704182419,-3.7346897048397265,-38.53551155985737,-3.734642615329225,-38.53567874825855
08-00096    ,08-02519    ,19.35614001421771,-3.740154497953509,-38.53514423953783,-3.7400458656991695,-38.535007525684975
08-04934    ,08-10354    ,19.462322753932465,-3.73719051362005,-38.537122502404735,-3.7370304358638675,-38.53719548473661
08-01213    ,08-03153    ,19.47795227943636,-3.7404730253639467,-38.53872263634498,-3.740491210671239,-38.538897108647454
08-02500    ,08-02502    ,19.513884624775525,-3.7361049288813155,-38.53325956455065,-3.7362663496202226,-38.533330708860255
08-07850    ,08-10778    ,19.53171654039435,-3.742344792299016,-38.537046628787486,-3.742245808268288,-38.536900925375846
08-04944    ,08-07719    ,19.55368865463196,-3.738326482633931,-38.53791228260547,-3.7384641863752677,-38.53780174917119
08-02501    ,08-09566    ,19.58175418144411,-3.7359206696066893,-38.53317933952151,-3.7357592570999096,-38.53310668053882
15-01587    ,15-01588    ,19.605882408093752,-3.7545807442484143,-38.52932347821577,-3.754445106426589,-38.52943724709863
08-10448    ,08-10449    ,19.753664328951366,-3.7439807386186033,-38.53981744144344,-3.744107168248551,-38.539943164072064
08-06499    ,08-07873    ,19.849433241279208,-3.7439112477686294,-38.53967317460871,-3.744046885545608,-38.53955603162028
08-09476    ,15-05425    ,19.851174484917227,-3.7462483056779896,-38.54215892950706,-3.746427525555055,-38.542170344583866
08-09475    ,15-05370    ,19.86294329048108,-3.7461116642971324,-38.54229509726929,-3.7461651489297982,-38.542124327379454
08-01383    ,08-01384    ,19.867913554828757,-3.734470820964672,-38.53510124896623,-3.734294772471029,-38.535065184720814
08-01223    ,08-01224    ,19.874507103855144,-3.7392681941153656,-38.53762536610293,-3.739139602452741,-38.53750027416858
08-02564    ,08-10791    ,19.88029497808509,-3.7417838802000887,-38.53763940568257,-3.7416079972538165,-38.537676799662506
08-01216    ,08-01218    ,19.88757463845202,-3.7403190668628974,-38.538408649651664,-3.740192346856284,-38.53828151312987
08-01222    ,08-02261    ,19.89700040207066,-3.7394050348138568,-38.5377990051072,-3.7393417970283567,-38.53796676566217
15-05740    ,15-05741    ,19.931523398877463,-3.753433632378429,-38.54986597114588,-3.7532978716551537,-38.549747841396744
08-04944    ,08-04945    ,20.04567684305023,-3.738326482633931,-38.53791228260547,-3.7382052381750475,-38.53804652514607
08-10278    ,08-10295    ,20.079955012445367,-3.7394650161219247,-38.53956940858947,-3.7392876904443564,-38.53953016057129
08-07254    ,08-07255    ,20.27246053763578,-3.7409998267110236,-38.54271293211822,-3.740818909577166,-38.5427428566895
08-02567    ,08-02568    ,20.28742308009147,-3.7424955755321148,-38.53828336486163,-3.7426259602222767,-38.53841194514477
08-01243    ,08-07040    ,20.287625978812837,-3.7353592229801076,-38.534089186149345,-3.735196519586395,-38.53400464591096
08-00830    ,08-09591    ,20.29557771858022,-3.736609216304741,-38.53310921836864,-3.736716909796608,-38.53296118900594
15-05375    ,15-05376    ,20.336236131595246,-3.745902804482509,-38.54213966063732,-3.7460295270329507,-38.54227242698745
08-00893    ,08-10930    ,20.37306614182673,-3.7380509514260654,-38.53985573278777,-3.738183461249141,-38.53998325351212
15-05317    ,15-05319    ,20.39648548238516,-3.7464976459434114,-38.53789547392119,-3.74635146539499,-38.53778338531606
08-04938    ,08-05256    ,20.477393296458374,-3.7380748973773565,-38.537265000857474,-3.738256589016136,-38.537229023254234
08-02253    ,08-02254    ,20.497808571893728,-3.7403633135320775,-38.536543923129116,-3.7402185062960305,-38.536428616134145
08-04926    ,08-09903    ,20.618859476497526,-3.7360628399036337,-38.53474725661337,-3.7358919886625195,-38.5348217740335
08-10285    ,08-10298    ,20.72185722886008,-3.738619816825765,-38.5389868644282,-3.738800368888607,-38.53903706672224
08-07772    ,08-07773    ,20.775962673243328,-3.7408632830120196,-38.54110214042098,-3.7407275155241044,-38.5409727567236
08-01191    ,08-01192    ,20.814001447343085,-3.7445459667163257,-38.542440926200705,-3.7444011577246523,-38.542321114901796
08-09566    ,08-10728    ,20.847813962659217,-3.7357592570999096,-38.53310668053882,-3.7355826227660054,-38.533040866567575
08-10350    ,08-10351    ,20.877036207353367,-3.737808350217559,-38.53783515256831,-3.7376715689936737,-38.53770550829412
08-07040    ,08-07043    ,20.96774964042268,-3.735196519586395,-38.53400464591096,-3.73513572190693,-38.53418350824701
15-05316    ,15-06065    ,21.005951537600005,-3.745909475840943,-38.53763293248087,-3.7457917909494762,-38.537484402416595
08-01386    ,08-07199    ,21.030904004417344,-3.733966576307175,-38.535094589943895,-3.7337834542611503,-38.53504320397181
08-01213    ,08-01214    ,21.08946715780178,-3.7404730253639467,-38.53872263634498,-3.7404457862610236,-38.538534660521364
08-07850    ,08-08782    ,21.12842058105622,-3.742344792299016,-38.537046628787486,-3.7425256923788406,-38.53698518363073
08-02266    ,08-10285    ,21.14322455242294,-3.7384377025555886,-38.53904508368768,-3.738619816825765,-38.5389868644282
08-00891    ,08-00895    ,21.173005916903225,-3.7383886467276017,-38.540187290308104,-3.7382574439922256,-38.540326208923574
08-03148    ,08-10277    ,21.24842743318348,-3.739799982036747,-38.53969953539613,-3.73961036299136,-38.53973094734678
15-05312    ,15-05313    ,21.29489742285696,-3.746841528104878,-38.53810354746552,-3.746660560656586,-38.53803778910192
08-01242    ,08-01243    ,21.401755915111263,-3.735485953329996,-38.53423489513149,-3.7353592229801076,-38.534089186149345
08-06431    ,08-06432    ,21.439279932627272,-3.73467967281876,-38.53211453755352,-3.7347293838043694,-38.53192791660172
08-07176    ,15-08501    ,21.493643639382803,-3.744948987172041,-38.534722953708545,-3.7450546659795974,-38.53488543285527
08-03144    ,08-03146    ,21.49645683013831,-3.7388366923071463,-38.54082796380128,-3.738963268059544,-38.54068099573963
08-04929    ,08-04930    ,21.54463525505005,-3.7362605424252653,-38.53634497781115,-3.736401596065341,-38.53647887361058
15-07353    ,15-08508    ,21.70376414313164,-3.746786090218779,-38.53525732421932,-3.7468550053598744,-38.53544034414661
15-00124    ,15-04211    ,21.70694373351532,-3.7483165077850256,-38.53881928122478,-3.748497480557821,-38.53889517112929
08-05149    ,08-05160    ,21.76149121728564,-3.7442543668716444,-38.53843585776696,-3.744399042751618,-38.538302950105624
08-05208    ,08-05209    ,21.80022935659164,-3.7441543799398254,-38.537539857986005,-3.744036857184136,-38.53769751672991
08-01219    ,08-01220    ,21.90043164528955,-3.7398666065955215,-38.53816517485157,-3.7398122266051326,-38.53797552486532
08-00879    ,08-00880    ,21.90069918975191,-3.738068401250801,-38.5421122088124,-3.737950711884875,-38.54195354807457
08-01195    ,08-01196    ,22.02271554554524,-3.74405719939162,-38.541966136999704,-3.743903340468288,-38.54184013923066
08-05192    ,08-05193    ,22.062772767012863,-3.7386529957738803,-38.53559305355196,-3.73850306320942,-38.53572420371705
08-01373    ,08-10813    ,22.086583675145764,-3.73358048578307,-38.53397408711991,-3.733393246927919,-38.53390465307903
15-05698    ,15-05733    ,22.102389576695096,-3.7530172994556055,-38.549503706695575,-3.7531348225703645,-38.54934267039445
08-01205    ,08-10792    ,22.11196591367879,-3.7420939848151336,-38.5402020069143,-3.742033390090502,-38.54001223254991
08-02516    ,08-02517    ,22.16847776122664,-3.73961153179846,-38.53482764458233,-3.7397925101470304,-38.53491366428109
08-02500    ,08-02501    ,22.23073731316496,-3.7361049288813155,-38.53325956455065,-3.7359206696066893,-38.53317933952151
08-06461    ,08-07765    ,22.286574574169087,-3.7422571176912216,-38.542346430365136,-3.7420581084961047,-38.542378615855824
08-01234    ,08-01236    ,22.298376538000856,-3.736833426680152,-38.5354015961402,-3.736680658966889,-38.53527045691082
08-09474    ,15-05376    ,22.30669485272993,-3.7459493980991727,-38.542456796490725,-3.7460295270329507,-38.54227242698745
08-04945    ,08-10349    ,22.459798327748874,-3.7382052381750475,-38.53804652514607,-3.7380028554864695,-38.53802856243892
08-06498    ,08-10450    ,22.47712520000917,-3.743721383843056,-38.53989222112249,-3.7438728528800898,-38.53975717139951
08-00893    ,08-00894    ,22.50914643867631,-3.7380509514260654,-38.53985573278777,-3.737853970079315,-38.53980435018366
08-04068    ,08-04930    ,22.575314183295852,-3.736457245964883,-38.53667448191106,-3.736401596065341,-38.53647887361058
08-07850    ,08-07899    ,22.66820805114511,-3.742344792299016,-38.537046628787486,-3.74230871221375,-38.537247583600866
08-01246    ,08-10814    ,22.728549409575365,-3.734632393005114,-38.5334159638105,-3.7347833376858683,-38.53355494893325
08-05218    ,08-10451    ,22.777159437016756,-3.744083454243169,-38.54028152221017,-3.74397784156518,-38.54010539271103
08-00071    ,08-08783    ,22.790143154442887,-3.7426523815733845,-38.53705378429186,-3.7425439144486043,-38.53722832341567
08-00772    ,08-00773    ,22.9191002495735,-3.744517208314758,-38.539362166485105,-3.7443543015428364,-38.53923448534961
08-10449    ,08-10451    ,22.997344874654942,-3.744107168248551,-38.539943164072064,-3.74397784156518,-38.54010539271103
15-05372    ,15-05373    ,23.04759003128093,-3.7454683554506563,-38.541738575810214,-3.745622221792245,-38.54187864494796
15-05363    ,15-05364    ,23.04886114323222,-3.745549049388012,-38.54035786780542,-3.7454134328452526,-38.54051553594394
08-07253    ,08-07254    ,23.057333432120892,-3.741207891702763,-38.54269819027895,-3.7409998267110236,-38.54271293211822
08-06493    ,08-06494    ,23.07469189935155,-3.743504416691135,-38.54018107465873,-3.7436673245190475,-38.540311007268485
08-01224    ,08-01225    ,23.111086711222782,-3.739139602452741,-38.53750027416858,-3.7389886555865064,-38.53735626533693
15-05425    ,15-05427    ,23.14391118631421,-3.746427525555055,-38.542170344583866,-3.7465631418119476,-38.5420115507659
08-02561    ,08-07753    ,23.2220934672135,-3.7424814441486633,-38.53884766344978,-3.7425175219303948,-38.5386416430052
08-02522    ,08-09888    ,23.36794509195024,-3.7408421717909137,-38.535388714559446,-3.7406376104684758,-38.53544181161362
15-05326    ,15-05327    ,23.400053418742445,-3.7454571401963,-38.537625290001465,-3.7453305767856824,-38.53779421068414
15-05365    ,15-05366    ,23.43074902771996,-3.745295992426548,-38.540830791935385,-3.7454589028619307,-38.540965790530294
08-04939    ,08-05252    ,23.44191479788301,-3.7382952670983025,-38.53750976169205,-3.7380840633635355,-38.53749069605652
15-01238    ,15-08502    ,23.51986243431799,-3.7451028703686586,-38.534892852303464,-3.7453025142011658,-38.534966109791995
08-04986    ,08-07260    ,23.52400701942592,-3.74015850477999,-38.54274263612045,-3.7403666006869507,-38.54278699301232
08-05199    ,15-05325    ,23.54877473613416,-3.7450500245813565,-38.53759285848897,-3.745208799501394,-38.537451463533195
15-07353    ,15-08507    ,23.549923403696603,-3.746786090218779,-38.53525732421932,-3.7466024466139194,-38.53536483506329
08-00097    ,08-00105    ,23.79477686909461,-3.7390964854990143,-38.53597893079268,-3.739259399164574,-38.53611899318139
15-05349    ,15-05352    ,23.872996669848497,-3.746055378236468,-38.5398212093019,-3.7458474830112065,-38.53976297081752
08-00224    ,08-00225    ,23.885265611381325,-3.7384944820436243,-38.535357075186006,-3.7383295605097566,-38.53521809657349
08-09925    ,08-09926    ,23.891610290747,-3.741648986437069,-38.539972054964295,-3.741807144529132,-38.54011870133511
08-00968    ,08-00969    ,23.893938814096654,-3.7421352405886283,-38.53426290570254,-3.7419319058405254,-38.53418989095165
08-05182    ,08-05183    ,23.935133695051714,-3.737217530922212,-38.541183959643135,-3.737009489579966,-38.54124372904381
15-05427    ,15-05428    ,23.938723859053137,-3.7465631418119476,-38.5420115507659,-3.7466537109160325,-38.54220737503645
15-05313    ,15-05317    ,23.959030786949626,-3.746660560656586,-38.53803778910192,-3.7464976459434114,-38.53789547392119
08-00379    ,08-10806    ,23.96492283017804,-3.7376810931110396,-38.53330546363626,-3.7377468971269345,-38.53309982929532
08-01388    ,08-07199    ,24.02811430935098,-3.7336520508874895,-38.53487083246433,-3.7337834542611503,-38.53504320397181
15-05355    ,15-05437    ,24.053326173317487,-3.7467977107768204,-38.540786669849595,-3.7469696666899757,-38.54091941252132
08-04981    ,08-04982    ,24.05925302768147,-3.7414883000401558,-38.542626563523655,-3.741705427272512,-38.5426416477604
08-02515    ,08-02516    ,24.06371750166628,-3.739412459292747,-38.53473994592392,-3.73961153179846,-38.53482764458233
15-04217    ,15-07412    ,24.112414663433945,-3.7469172840680653,-38.5400381843313,-3.747026377006475,-38.54022622423073
08-05227    ,08-05228    ,24.145971683043104,-3.738010680709883,-38.53862833637769,-3.737804181014403,-38.538557429737175
15-01245    ,15-08508    ,24.17071724756145,-3.7470211225211303,-38.535581891710926,-3.7468550053598744,-38.53544034414661
08-01207    ,08-01208    ,24.1767579505607,-3.7417130319234877,-38.539894394819356,-3.7415681998502484,-38.539731245232446
08-05233    ,08-05235    ,24.19202154120238,-3.7365374339661312,-38.53814383998246,-3.73633836023832,-38.53805332654618
08-01245    ,08-10814    ,24.26035399591637,-3.7349428734868915,-38.53370498555966,-3.7347833376858683,-38.53355494893325
08-06489    ,08-06491    ,24.37219535146557,-3.742825755633673,-38.53987073755383,-3.7430337899467583,-38.53979802181846
08-05217    ,08-10449    ,24.437969430092853,-3.744246205633258,-38.540114271745736,-3.744107168248551,-38.539943164072064
08-02536    ,08-07818    ,24.45914961727002,-3.742950513202052,-38.53628590588015,-3.7430953476673046,-38.536452432124875
08-05203    ,08-05225    ,24.46307417844161,-3.7375703757292142,-38.536700934136796,-3.737411199841519,-38.53685398922323
15-05741    ,15-05742    ,24.48093965210486,-3.7532978716551537,-38.549747841396744,-3.7531259135829993,-38.54960890464572
08-00105    ,08-08758    ,24.502869729890826,-3.739259399164574,-38.53611899318139,-3.7394221590527246,-38.535969191219614
08-01222    ,08-01223    ,24.50661968473112,-3.7394050348138568,-38.5377990051072,-3.7392681941153656,-38.53762536610293
08-00454    ,08-00455    ,24.520399670478454,-3.738624785234263,-38.53358090458197,-3.73845282490594,-38.53344141042258
08-05232    ,08-05233    ,24.554228887301672,-3.7367545777866624,-38.538190442321586,-3.7365374339661312,-38.53814383998246
15-05371    ,15-05372    ,24.559955338925192,-3.7452963958229377,-38.54159851613385,-3.7454683554506563,-38.541738575810214
08-07857    ,08-08786    ,24.564010767787902,-3.7430960731843403,-38.5378218362563,-3.74288795959732,-38.537744272604
08-00101    ,08-05188    ,24.566952522647167,-3.7386981921548252,-38.535523800065505,-3.738824748386309,-38.53534193510918
15-05738    ,15-05740    ,24.5764909262897,-3.7534789775265684,-38.550082646612736,-3.753433632378429,-38.54986597114588
08-05228    ,08-05229    ,24.67919163992208,-3.737804181014403,-38.538557429737175,-3.737587034528564,-38.53850576169917
15-02021    ,15-02022    ,24.73863375370596,-3.750874865290157,-38.535354718132425,-3.750929029826528,-38.53513855476709
08-02565    ,08-02566    ,24.74760166854884,-3.742055310070592,-38.53788593828564,-3.7422220096170444,-38.53803470692956
08-09473    ,08-09474    ,24.74830011408008,-3.74579994412793,-38.54262274233254,-3.7459493980991727,-38.542456796490725
08-00226    ,08-05171    ,24.790371114608188,-3.738272788053174,-38.53512384263287,-3.738064671344929,-38.53504065150447
