Poste_Origem,Poste_Destino,Distancia,Lat_Poste_Origem,Lon_Poste_Origem,Lat_Poste_Destino,Lon_Poste_Destino
08-01388    ,08-01390    ,24.881436975497465,-3.7336520508874895,-38.53487083246433,-3.7334384314710443,-38.53480020717738
08-05099    ,08-06481    ,24.88253654674298,-3.741306723207255,-38.54139740349511,-3.741505804104891,-38.541501989231385
15-05432    ,15-05435    ,24.931155207891997,-3.747114688907319,-38.541444475012185,-3.747195998570391,-38.54123505283626
08-00438    ,08-00448    ,24.9566288645373,-3.737348516512133,-38.534570904993174,-3.737427444882669,-38.534360339674954
08-07771    ,08-10931    ,24.97050413673693,-3.741026209590359,-38.541268094963804,-3.7409220698827874,-38.54146764661134
15-05433    ,15-05435    ,25.0,-3.7469698327267285,-38.54123517064833,-3.747195998570391,-38.54123505283626
15-05430    ,15-05431    ,25.004999500099974,-3.746897837466822,-38.541954528993095,-3.7469431864083758,-38.5421751421874
08-04927    ,08-04929    ,25.048592578526264,-3.7360980991893316,-38.53618770249133,-3.7362605424252653,-38.53634497781115
08-04938    ,08-05252    ,25.08244219070384,-3.7380748973773565,-38.537265000857474,-3.7380840633635355,-38.53749069605652
08-04912    ,08-04913    ,25.137712993185374,-3.7339329784651363,-38.535540427400974,-3.734159300740164,-38.53556255821109
08-00959    ,08-00960    ,25.15166914920149,-3.742723148452676,-38.53544234310701,-3.7425259261388035,-38.53532938259571
15-05314    ,15-05316    ,25.206103551521007,-3.7461175975010863,-38.53772569317691,-3.745909475840943,-38.53763293248087
15-02014    ,15-08519    ,25.31477073555957,-3.7501787338662385,-38.536216809855475,-3.750055611941515,-38.53640903549529
08-02264    ,08-10346    ,25.449047570510118,-3.738708911624669,-38.53868472227393,-3.7384902166844483,-38.538613094314165
08-03166    ,08-10780    ,25.452800067134586,-3.7434205036687853,-38.53546840601021,-3.7434881554331327,-38.535249306121706
07-10771    ,08-06428    ,25.45829687986018,-3.734246629954916,-38.53306572341694,-3.7344267988151576,-38.53292290995033
08-09471    ,08-09472    ,25.45839227799833,-3.745475427126467,-38.54297591288431,-3.7456248676800095,-38.542801461407954
15-05320    ,15-05322    ,25.49050068162648,-3.7455294521184994,-38.53750986828119,-3.7453303648495786,-38.53739402619204
15-05700    ,15-05733    ,25.50275720387896,-3.753270426120469,-38.54915685922635,-3.7531348225703645,-38.54934267039445
08-05206    ,08-05207    ,25.515007838525158,-3.74446171247123,-38.53706240249719,-3.744380406753369,-38.537277452721824
08-07767    ,08-07768    ,25.544385390922997,-3.7416869714388397,-38.54194935725898,-3.7415240464368122,-38.541786216691555
08-00097    ,08-00099    ,25.57350007820596,-3.7390964854990143,-38.53597893079268,-3.739014951443186,-38.535763404646154
08-04988    ,08-04989    ,25.584495426918235,-3.7395343477299727,-38.54285946831431,-3.739308207390426,-38.542908552893294
08-05213    ,08-10446    ,25.59639882310756,-3.7450508927767077,-38.53923524683277,-3.7449032394138935,-38.539057677694174
08-00870    ,08-10931    ,25.59666583439189,-3.740691600431418,-38.54149002984488,-3.7409220698827874,-38.54146764661134
08-00869    ,08-04983    ,25.61036167257308,-3.740691909607073,-38.54207989115188,-3.7408005759466714,-38.54228358464103
08-02522    ,08-02628    ,25.675651201883458,-3.7408421717909137,-38.535388714559446,-3.7409654367539877,-38.5355846924616
08-05144    ,08-05145    ,25.6819489135852,-3.743892719554888,-38.538848613786364,-3.74373901832552,-38.539022050959936
08-02557    ,08-07753    ,25.710224133601013,-3.742662172316663,-38.53846033093591,-3.7425175219303948,-38.5386416430052
15-00129    ,15-05346    ,25.74723238187516,-3.7468039178508334,-38.53900399160405,-3.7469868261332557,-38.539147555572555
08-04940    ,08-04941    ,25.75985248989891,-3.738519133567947,-38.537712255347024,-3.738694203510564,-38.537865367810845
08-07771    ,08-07772    ,25.767060489120603,-3.741026209590359,-38.541268094963804,-3.7408632830120196,-38.54110214042098
08-00929    ,08-00937    ,25.80697580112788,-3.741122863634967,-38.53585235075557,-3.7412584626120142,-38.53566316355256
15-05723    ,15-05724    ,25.80886778318646,-3.7553412556200696,-38.54751394967211,-3.7551603991376856,-38.54766094784998
15-05201    ,15-05202    ,25.848416295781064,-3.746482051454723,-38.54263973202412,-3.7466630614277183,-38.54278710442074
08-04962    ,08-10346    ,25.8756649911169,-3.7382713226318987,-38.53869567739764,-3.7384902166844483,-38.538613094314165
08-03148    ,08-03150    ,25.985736817626645,-3.739799982036747,-38.53969953539613,-3.739957790689873,-38.539526084432126
08-00958    ,08-03165    ,26.004807247891687,-3.743004427042636,-38.53559695410975,-3.743149271196793,-38.53578149130128
08-05173    ,08-05246    ,26.046635988069564,-3.7376600342797808,-38.54002218048913,-3.7375071856735715,-38.540200699279524
08-02262    ,08-04942    ,26.05427094498804,-3.7391157629380936,-38.53821622371692,-3.7389257284188213,-38.53807741967256
08-01228    ,08-10759    ,26.084922392580246,-3.7383401353436945,-38.5367858959117,-3.7384352840256896,-38.53700086194878
08-00854    ,08-00894    ,26.085659704987695,-3.7376321767195164,-38.53972410804647,-3.737853970079315,-38.53980435018366
08-02263    ,08-04943    ,26.14707997830282,-3.738880695789704,-38.538491577169744,-3.738706626776828,-38.538332141259595
15-05373    ,15-05374    ,26.1725046566048,-3.745622221792245,-38.54187864494796,-3.745794192901972,-38.54204065580187
08-00786    ,08-02579    ,26.22148749117792,-3.743041563429588,-38.537387347655965,-3.7432586321652965,-38.537292112746464
08-05258    ,08-05259    ,26.248809496813376,-3.734284629814215,-38.53777973420493,-3.7342123755609666,-38.53800490818598
08-02550    ,08-05205    ,26.25148805306092,-3.744099780775772,-38.536937077786845,-3.744334975816365,-38.53690430910083
08-00885    ,08-00886    ,26.26904071335685,-3.7380858797931196,-38.540939234457,-3.737850684996019,-38.54097312733435
08-00769    ,08-05250    ,26.3018089919686,-3.7446810836968156,-38.541330357996834,-3.7445092836502645,-38.54149423598108
15-05430    ,15-05436    ,26.318066513328823,-3.746897837466822,-38.541954528993095,-3.746762035721675,-38.54175985393517
08-05195    ,08-09623    ,26.355898664694447,-3.7383271418431208,-38.535910644081156,-3.738168223056566,-38.53608758455556
08-00791    ,08-05149    ,26.37477784266628,-3.744037195675985,-38.53833747330797,-3.7442543668716444,-38.53843585776696
15-05359    ,15-05361    ,26.40075756488817,-3.745820549998468,-38.54055078305272,-3.7456304948632564,-38.54040679308759
08-09467    ,08-09468    ,26.51297882173839,-3.74465574019945,-38.54393125170151,-3.7444933361887167,-38.54410695677774
08-07187    ,08-09800    ,26.53987525397789,-3.7411767407918277,-38.535094733409125,-3.74094878009997,-38.53501970885197
08-00106    ,08-00109    ,26.5625,-3.7391057255616067,-38.5363436484944,-3.7392777001253172,-38.53651072269252
08-00889    ,08-00895    ,26.63174797117155,-3.738103748193352,-38.54051090150718,-3.7382574439922256,-38.540326208923574
08-04943    ,08-09602    ,26.6613790566374,-3.738706626776828,-38.538332141259595,-3.738550026386571,-38.538514750989435
15-05367    ,15-05368    ,26.73780387859108,-3.745712326360676,-38.541189672023506,-3.7458843014274823,-38.54135899976624
08-07178    ,08-07179    ,26.793481016844375,-3.7448944703846103,-38.5342783333482,-3.7449214823481043,-38.534038546246435
15-08514    ,15-08515    ,26.807752928614416,-3.7485307986778023,-38.535942402482405,-3.7487615453407996,-38.53601670847646
08-00769    ,08-05223    ,26.83398032346301,-3.7446810836968156,-38.541330357996834,-3.7448166779437964,-38.5411299137126
08-00886    ,08-00888    ,27.041923470788834,-3.737850684996019,-38.54097312733435,-3.7378776978827695,-38.54073109078095
15-05705    ,15-05706    ,27.12996786304768,-3.753993572724605,-38.54802796622954,-3.754111067763267,-38.547813458457334
15-05706    ,15-05708    ,27.25,-3.754111067763267,-38.547813458457334,-3.7542466609919303,-38.547608509836174
08-00438    ,08-00439    ,27.314594730893862,-3.737348516512133,-38.534570904993174,-3.7372076413047863,-38.534772996344714
08-01193    ,08-01194    ,27.329299753195286,-3.744292536148225,-38.54220297338652,-3.744111515506255,-38.542035338968404
15-02010    ,15-02023    ,27.342232100726523,-3.7507026492371907,-38.534735673228354,-3.750946928827425,-38.53477438076126
08-00773    ,08-05143    ,27.404664292780527,-3.7443543015428364,-38.53923448534961,-3.7444717931033664,-38.539017164937384
15-08513    ,15-08514    ,27.42315400963006,-3.7482954633218855,-38.53586424454763,-3.7485307986778023,-38.535942402482405
15-08511    ,15-08512    ,27.43339991006776,-3.7478048400028126,-38.53571594526739,-3.7480413948333475,-38.53579067136226
08-04934    ,08-10353    ,27.44737237435353,-3.73719051362005,-38.537122502404735,-3.737246277796107,-38.537363365199404
08-06486    ,08-06487    ,27.456286279284026,-3.7424822415997414,-38.54036115561248,-3.7426721370971343,-38.54020177119072
15-05715    ,15-05724    ,27.500284089441696,-3.7549793780293856,-38.5474910589655,-3.7551603991376856,-38.54766094784998
15-02030    ,15-02031    ,27.55626346676922,-3.7518051659615534,-38.53254559830298,-3.751958853758274,-38.53235020719807
08-09602    ,08-10347    ,27.55820629688305,-3.738550026386571,-38.538514750989435,-3.738338428731096,-38.53838351203026
15-01600    ,15-02003    ,27.611209793306777,-3.751651229977178,-38.53227832580335,-3.7514884919443583,-38.532466967440996
08-03140    ,08-10324    ,27.640381008150907,-3.737594585623144,-38.54211622514337,-3.737374723861146,-38.54223479280793
15-05716    ,15-05717    ,27.659763194937156,-3.754852690850671,-38.54742527022905,-3.7546355071392408,-38.54730155412724
15-05355    ,15-05434    ,27.688628645167675,-3.7467977107768204,-38.540786669849595,-3.746996657028615,-38.54063515977864
08-09472    ,08-09473    ,27.71939564794581,-3.7456248676800095,-38.542801461407954,-3.74579994412793,-38.54262274233254
08-02257    ,08-02265    ,27.75398844288027,-3.7407519231915938,-38.535798512857795,-3.740920725512411,-38.5356134895152
15-08502    ,15-08503    ,27.779622201782185,-3.7453025142011658,-38.534966109791995,-3.7455418110927847,-38.5350425379533
15-05339    ,15-05340    ,27.86201213072996,-3.7461434718870037,-38.539336253782835,-3.7463175705811316,-38.53951769708102
15-05707    ,15-05717    ,27.901892856937145,-3.7544003418874596,-38.54739285761335,-3.7546355071392408,-38.54730155412724
15-05349    ,15-05350    ,27.90273284106773,-3.746055378236468,-38.5398212093019,-3.7460012277698183,-38.540066639384975
08-06430    ,08-06431    ,27.927431071439425,-3.734598380382722,-38.53235266203193,-3.73467967281876,-38.53211453755352
15-05698    ,15-05699    ,27.94700621265183,-3.7530172994556055,-38.549503706695575,-3.7528907590400067,-38.549721595759046
07-10771    ,08-01248    ,27.98447385885292,-3.734246629954916,-38.53306572341694,-3.734059337649097,-38.532896163489745
08-00778    ,08-02556    ,28.00697457777259,-3.743177673829619,-38.53816400396823,-3.7429243651959405,-38.538158508198734
15-05429    ,15-05439    ,28.05080491269368,-3.7468976956357465,-38.5416843616056,-3.747151009377747,-38.54169942670698
15-05342    ,15-05348    ,28.10506103556032,-3.7463315472157146,-38.53951690989203,-3.746552716778764,-38.53939205894464
15-05700    ,15-05701    ,28.182441342083905,-3.753270426120469,-38.54915685922635,-3.753378866968875,-38.548927159358286
08-00764    ,08-00765    ,28.23057331962903,-3.743421338319525,-38.54270858482532,-3.743246265120653,-38.54289368197236
08-02536    ,08-03163    ,28.25,-3.742950513202052,-38.53628590588015,-3.742697225532077,-38.53631980983723
15-04217    ,15-07047    ,28.2861805181384,-3.7469172840680653,-38.5400381843313,-3.746731202136246,-38.53986332384188
08-02513    ,08-02515    ,28.30591336115292,-3.7391989111249107,-38.53459927110747,-3.739412459292747,-38.53473994592392
15-05341    ,15-05342    ,28.33191630527636,-3.7465240308507957,-38.53968538733563,-3.7463315472157146,-38.53951690989203
08-09468    ,08-09469    ,28.34190566646773,-3.7444933361887167,-38.54410695677774,-3.7443216575174127,-38.544296530643216
08-02532    ,08-02533    ,28.37940494443109,-3.7417922863069197,-38.53579965388759,-3.7420275530386466,-38.535901967898255
08-05193    ,08-05195    ,28.403568126315434,-3.73850306320942,-38.53572420371705,-3.7383271418431208,-38.535910644081156
08-06463    ,08-07766    ,28.4375,-3.741813605753874,-38.541913832215315,-3.741877062274627,-38.54216201420379
08-00126    ,08-00765    ,28.45647268795437,-3.743053597291327,-38.54306364624275,-3.743246265120653,-38.54289368197236
15-02013    ,15-02014    ,28.499520281050348,-3.750269072271773,-38.53597642504407,-3.7501787338662385,-38.536216809855475
08-01199    ,08-01200    ,28.5046597067918,-3.743242620045403,-38.54123823685245,-3.743043508359566,-38.541075115016206
08-04984    ,08-07257    ,28.50774291749524,-3.740592624689389,-38.54251558463006,-3.7406108519401817,-38.54277166962025
08-10407    ,08-10408    ,28.556804706218497,-3.7412667835250546,-38.539283787570916,-3.7414527316807304,-38.539462316801874
15-05432    ,15-05439    ,28.59366461735886,-3.747114688907319,-38.541444475012185,-3.747151009377747,-38.54169942670698
15-08504    ,15-08505    ,28.71361616682748,-3.745819559539933,-38.5351253253995,-3.7460678846701323,-38.535201206734754
08-01201    ,08-01202    ,28.74456470360962,-3.742844388074664,-38.540895670716054,-3.7426452745666388,-38.54072917195214
08-03163    ,08-07816    ,28.819481258343288,-3.742697225532077,-38.53631980983723,-3.7426792696352535,-38.53657872832908
08-00832    ,08-02506    ,28.838804597473548,-3.7365085590892817,-38.533406244803324,-3.736742394414329,-38.53352141916835
08-07044    ,08-07046    ,28.853658095205976,-3.7350369188404136,-38.53448060065205,-3.734960923583524,-38.534729184836834
08-00432    ,08-00433    ,28.875879315615656,-3.737331088939949,-38.5335275552121,-3.737566361520815,-38.53364056221463
08-03394    ,08-03395    ,28.92362730252594,-3.7373200306683145,-38.540841584553114,-3.737137082289097,-38.54065536168402
08-01244    ,08-01245    ,28.93410111346605,-3.735143933197532,-38.533871827019034,-3.7349428734868915,-38.53370498555966
15-02033    ,15-02034    ,28.94667781024275,-3.7525013693762865,-38.53182534095018,-3.7527003039905265,-38.5316558166525
08-01197    ,08-01198    ,28.95477346224625,-3.743613754246861,-38.5416613044718,-3.7434327225970385,-38.54147284496978
08-07252    ,08-07253    ,29.00168367957281,-3.7414702426972957,-38.542695240035535,-3.741207891702763,-38.54269819027895
15-05709    ,15-05710    ,29.004310024546356,-3.754535920369047,-38.54715976616484,-3.75468960318377,-38.546948053778664
08-02545    ,08-02546    ,29.00969665473943,-3.744696404804249,-38.536082362487406,-3.744533674315625,-38.53628732443072
08-00101    ,08-00224    ,29.15146513191231,-3.7386981921548252,-38.535523800065505,-3.7384944820436243,-38.535357075186006
08-00937    ,08-02529    ,29.18696466318483,-3.7412584626120142,-38.53566316355256,-3.741032224850523,-38.5355276370856
08-05148    ,08-05149    ,29.21104510711659,-3.74408258645528,-38.53863575834623,-3.7442543668716444,-38.53843585776696
08-10041    ,08-10042    ,29.22442150331573,-3.739929286564376,-38.540320440087285,-3.73973906634532,-38.540137659848305
15-05703    ,15-05704    ,29.261749776799064,-3.7537224163212923,-38.54849639995442,-3.7538127543480804,-38.54824869788137
15-05702    ,15-05703    ,29.30470312083028,-3.753559684674543,-38.54870473938447,-3.7537224163212923,-38.54849639995442
15-05707    ,15-05708    ,29.359903035432524,-3.7544003418874596,-38.54739285761335,-3.7542466609919303,-38.547608509836174
08-00085    ,08-02258    ,29.50165514424572,-3.7400015757208758,-38.5367844475542,-3.740182611762322,-38.53697965945148
08-01187    ,08-01188    ,29.5196571160642,-3.745269995586525,-38.543009589492414,-3.745052795292802,-38.54285491899749
08-03154    ,08-10406    ,29.547801307191968,-3.7407534005549583,-38.53858909555403,-3.74079231334246,-38.538852354156326
08-00782    ,08-00783    ,29.5661995570956,-3.7417023650062764,-38.53682689356911,-3.74151228644745,-38.536639565990555
08-10352    ,08-10353    ,29.5760602431715,-3.737455713566259,-38.53752912200261,-3.737246277796107,-38.537363365199404
08-10347    ,08-10348    ,29.59266909434287,-3.738338428731096,-38.53838351203026,-3.738158875360593,-38.53818584179432
08-01210    ,08-09310    ,29.65248273263913,-3.741112999577787,-38.53933490397405,-3.741033824631232,-38.539079764038945
08-01200    ,08-01201    ,29.69013146232263,-3.743043508359566,-38.541075115016206,-3.742844388074664,-38.540895670716054
15-08505    ,15-08506    ,29.702781356790197,-3.7460678846701323,-38.535201206734754,-3.7463246970433723,-38.53527992038121
08-02527    ,08-02528    ,29.71371255848294,-3.740334428977094,-38.53574503448763,-3.7405372787850855,-38.535569455398594
15-02014    ,15-02017    ,29.713804136293287,-3.7501787338662385,-38.536216809855475,-3.7503868963741858,-38.53638611819415
08-01380    ,08-01382    ,29.72808388215646,-3.7346774524551214,-38.535300844190445,-3.7344219312696163,-38.53521733867909
15-02020    ,15-02021    ,29.73213749463701,-3.7507845333817214,-38.53560692302468,-3.750874865290157,-38.535354718132425
15-02042    ,15-02044    ,29.742711817351157,-3.7543006984496907,-38.53006321655971,-3.7544905750648434,-38.52987343365238
08-04962    ,08-05227    ,29.765530390247868,-3.7382713226318987,-38.53869567739764,-3.738010680709883,-38.53862833637769
08-02534    ,08-02535    ,29.84759464764288,-3.742425714652982,-38.536108885520264,-3.7426881006338055,-38.536172349049515
08-02513    ,08-02514    ,29.85397893930113,-3.7391989111249107,-38.53459927110747,-3.7389529826922794,-38.53448814874544
08-00761    ,08-00766    ,29.90578129371854,-3.7438611433573983,-38.542212879317205,-3.7440391291425295,-38.542010048461094
08-06489    ,08-06490    ,29.964823126459464,-3.742825755633673,-38.53987073755383,-3.7426356749522762,-38.539678343417435
08-03152    ,08-03153    ,29.977660953616777,-3.7403194347649453,-38.53910601371549,-3.740491210671239,-38.538897108647454
15-01592    ,15-02037    ,29.98547825614926,-3.753414391752066,-38.53054943173674,-3.7536496763139624,-38.53068382780482
15-02006    ,15-02027    ,30.005272974095732,-3.7508918928662367,-38.533359402905255,-3.751163294262355,-38.533364324608975
08-04925    ,08-09903    ,30.04598730235941,-3.735712539117995,-38.535025004672505,-3.7358919886625195,-38.5348217740335
08-05219    ,08-05221    ,30.08899560055137,-3.744228354084658,-38.54057356425836,-3.7444997421328483,-38.54055259744057
08-01389    ,08-01391    ,30.11754355381555,-3.7334145868596433,-38.53492380222001,-3.7331565849293287,-38.53483661858154
08-00105    ,08-00106    ,30.18077047144423,-3.739259399164574,-38.53611899318139,-3.7391057255616067,-38.5363436484944
15-05344    ,15-05345    ,30.210413828960853,-3.7463260506230496,-38.538444903809086,-3.7461167004696985,-38.53827001186599
08-02547    ,08-02548    ,30.24438222629121,-3.744352851408504,-38.53649398435607,-3.7441720272468926,-38.53669839281175
15-05341    ,15-07047    ,30.246070326430655,-3.7465240308507957,-38.53968538733563,-3.746731202136246,-38.53986332384188
08-04979    ,08-04983    ,30.27846026881156,-3.740990452431715,-38.54208705317023,-3.7408005759466714,-38.54228358464103
08-07052    ,08-07053    ,30.33015247642166,-3.734533803666188,-38.535971177217675,-3.734454901829515,-38.53623277737849
08-00793    ,08-10446    ,30.336903705076825,-3.7447069261779453,-38.538866761727974,-3.7449032394138935,-38.539057677694174
08-10349    ,08-10350    ,30.3894695617329,-3.7380028554864695,-38.53802856243892,-3.737808350217559,-38.53783515256831
08-07183    ,08-07184    ,30.396404495433337,-3.7417279813041073,-38.53396087302835,-3.7415924088412402,-38.5341990280482
15-02019    ,15-02020    ,30.41792234851026,-3.7506670591183027,-38.5358546393846,-3.7507845333817214,-38.53560692302468
15-02013    ,15-02018    ,30.43082575695244,-3.750269072271773,-38.53597642504407,-3.750504360327678,-38.53611870219982
08-02546    ,08-02547    ,30.432366096805552,-3.744533674315625,-38.53628732443072,-3.744352851408504,-38.53649398435607
08-00453    ,08-09988    ,30.43785244487522,-3.7387786066825086,-38.533634856232915,-3.739032909174773,-38.533739985252176
08-06428    ,08-06429    ,30.48385843360384,-3.7344267988151576,-38.53292290995033,-3.7345080785024916,-38.532660583429376
08-00855    ,08-00894    ,30.53838205100688,-3.7380037422014456,-38.53957325701885,-3.737853970079315,-38.53980435018366
15-02009    ,15-02024    ,30.59411708155671,-3.7507386437336847,-38.53437599255884,-3.7510100713156542,-38.534429882598225
15-05343    ,15-05344    ,30.61773764552017,-3.746525141706541,-38.53863660380759,-3.7463260506230496,-38.538444903809086
08-02536    ,08-03164    ,30.625,-3.742950513202052,-38.53628590588015,-3.7429503667782025,-38.53601011146195
08-04955    ,08-10355    ,30.62773381864362,-3.73692596516519,-38.537246466345515,-3.7367974822765144,-38.537002095416156
08-05225    ,08-05226    ,30.652134627480805,-3.737411199841519,-38.53685398922323,-3.7372296991278833,-38.537062682792836
15-05711    ,15-05712    ,30.66043867918396,-3.754752951617408,-38.54699023519703,-3.7549792007364897,-38.54714996924365
08-00085    ,08-00086    ,30.726871383204635,-3.7400015757208758,-38.5367844475542,-3.739793406021155,-38.53660106970986
08-00124    ,08-06458    ,30.726871383204635,-3.7433160654310473,-38.54328470895887,-3.7435242339978116,-38.54346808918333
08-00882    ,08-03394    ,30.72731499733502,-3.7375130637347396,-38.54104070081389,-3.7373200306683145,-38.540841584553114
08-00767    ,08-00768    ,30.741868843647094,-3.7441385810293575,-38.54189348742965,-3.7442832031645,-38.541657016434876
08-10443    ,08-10447    ,30.746462273865287,-3.742448603036378,-38.538261750064045,-3.742241455077069,-38.53807696419652
08-02512    ,08-02514    ,30.75361897431773,-3.73868854912732,-38.534402058851406,-3.7389529826922794,-38.53448814874544
08-00768    ,08-05250    ,30.84240435261168,-3.7442832031645,-38.541657016434876,-3.7445092836502645,-38.54149423598108
08-00092    ,08-00093    ,30.84867298604593,-3.739593810127657,-38.53552670578622,-3.7394489378926883,-38.535289262030346
08-00117    ,08-08758    ,30.853041280398923,-3.7393315532573386,-38.535706390911024,-3.7394221590527246,-38.535969191219614
08-05229    ,08-05255    ,30.856586108155252,-3.737587034528564,-38.53850576169917,-3.737342704497852,-38.538371370040274
15-01596    ,15-02035    ,30.863611259863937,-3.752663927467825,-38.53130236512964,-3.7529353611779444,-38.531367511275924
08-10351    ,08-10352    ,30.86984322734361,-3.7376715689936737,-38.53770550829412,-3.737455713566259,-38.53752912200261
08-07774    ,08-07775    ,30.876943338311573,-3.740465028912903,-38.54071736180538,-3.74026668708139,-38.540521565433
08-00793    ,08-05143    ,30.89454088103593,-3.7447069261779453,-38.538866761727974,-3.7444717931033664,-38.539017164937384
08-00773    ,08-05142    ,30.914764373192305,-3.7443543015428364,-38.53923448534961,-3.7441644300378765,-38.539438898049674
08-02521    ,08-09888    ,30.93026443154662,-3.7405163878856915,-38.53519076494272,-3.7406376104684758,-38.53544181161362
08-00929    ,08-02250    ,30.953846691485698,-3.741122863634967,-38.53585235075557,-3.7409420440139156,-38.53606520116045
08-01189    ,08-01191    ,31.01870655346544,-3.7447541375249354,-38.54262824635671,-3.7445459667163257,-38.542440926200705
08-01240    ,08-01241    ,31.068535630924096,-3.735974689432277,-38.534644948769014,-3.735775558576771,-38.534447496409875
15-05338    ,15-07175    ,31.10154287153182,-3.7457074732500946,-38.538949455840516,-3.7459169201504,-38.539136480143924
08-00884    ,08-03145    ,31.130333378394777,-3.7384567537284474,-38.540866434795525,-3.738728192071211,-38.54094115180594
08-04991    ,08-04992    ,31.198019268056104,-3.7387473676259457,-38.54300790384937,-3.7384760087754225,-38.543085153910255
08-03395    ,08-05247    ,31.268280096542966,-3.737137082289097,-38.54065536168402,-3.7373066698207653,-38.54042999141554
08-07765    ,08-07766    ,31.28903811640748,-3.7420581084961047,-38.542378615855824,-3.741877062274627,-38.54216201420379
08-00776    ,08-00778    ,31.36136406870721,-3.7433948890574706,-38.53834568955091,-3.743177673829619,-38.53816400396823
08-02505    ,08-02506    ,31.36438139361084,-3.7369995089903227,-38.53364087960574,-3.736742394414329,-38.53352141916835
08-00860    ,08-10365    ,31.376608370822176,-3.738132258582091,-38.543127545085696,-3.7383924080538002,-38.54301450673519
08-04924    ,08-04925    ,31.42277239519136,-3.735522671710198,-38.53523560717538,-3.735712539117995,-38.535025004672505
08-04989    ,08-04990    ,31.44141377228448,-3.739308207390426,-38.542908552893294,-3.739027786335917,-38.542955977017236
08-02880    ,08-02881    ,31.441475891726203,-3.743317200312498,-38.54546067406089,-3.7435251725535075,-38.54526751030812
08-01202    ,08-01203    ,31.514443613206947,-3.7426452745666388,-38.54072917195214,-3.7424190178783863,-38.54055649609898
08-07308    ,08-07309    ,31.52534942312297,-3.7325113835825108,-38.537579164958544,-3.7327828285894094,-38.53766626311302
08-04990    ,08-04991    ,31.52875671510058,-3.739027786335917,-38.542955977017236,-3.7387473676259457,-38.54300790384937
08-06494    ,08-06495    ,31.5625,-3.7436673245190475,-38.540311007268485,-3.743857415464336,-38.54052310138998
08-05144    ,08-05148    ,31.609185769329777,-3.743892719554888,-38.538848613786364,-3.74408258645528,-38.53863575834623
08-00950    ,08-00960    ,31.615491220343,-3.7422772589891418,-38.535188714926406,-3.7425259261388035,-38.53532938259571
15-05704    ,15-05705    ,31.62672920173694,-3.7538127543480804,-38.54824869788137,-3.753993572724605,-38.54802796622954
08-02510    ,08-02511    ,31.65395166878853,-3.7381003865448776,-38.534154718298794,-3.7383627995531747,-38.53426883691824
08-01385    ,08-01386    ,31.674292789539415,-3.7342443089597435,-38.5351647880708,-3.733966576307175,-38.535094589943895
08-00878    ,08-00879    ,31.70592413098852,-3.738321636949027,-38.541978120730704,-3.738068401250801,-38.5421122088124
08-05212    ,08-05213    ,31.749569386843657,-3.745240758850498,-38.539020702611616,-3.7450508927767077,-38.53923524683277
15-05701    ,15-05702    ,31.77219942418214,-3.753378866968875,-38.548927159358286,-3.753559684674543,-38.54870473938447
08-00362    ,08-00880    ,31.80826347036254,-3.7377336910079664,-38.542141650243984,-3.737950711884875,-38.54195354807457
15-02012    ,15-02019    ,31.8600455115808,-3.7504407987697075,-38.535676897928745,-3.7506670591183027,-38.5358546393846
15-08510    ,15-08511    ,31.868594637421463,-3.747527708700667,-38.535636826067034,-3.7478048400028126,-38.53571594526739
08-01232    ,08-01233    ,31.881408040675748,-3.7373142405082858,-38.53586842481276,-3.737115764502579,-38.53566010913405
08-05202    ,08-05203    ,31.882989689097307,-3.7377490720859448,-38.536475553828076,-3.7375703757292142,-38.536700934136796
08-00439    ,08-00442    ,31.913462751999447,-3.7372076413047863,-38.534772996344714,-3.737011215220953,-38.53498362255646
08-00792    ,08-05149    ,31.931812115819547,-3.7444173317236435,-38.5386732938709,-3.7442543668716444,-38.53843585776696
08-05230    ,08-05255    ,32.00006103509804,-3.737062221189443,-38.53830003569477,-3.737342704497852,-38.538371370040274
08-05197    ,08-05198    ,32.00878785583734,-3.7446612479922723,-38.53802476624368,-3.744860163060682,-38.53781528278259
15-01595    ,15-02036    ,32.04123320036231,-3.7528989993714004,-38.53104163941954,-3.753161417365523,-38.53116420120692
15-08503    ,15-08504    ,32.04863762594569,-3.7455418110927847,-38.5350425379533,-3.745819559539933,-38.5351253253995
15-08506    ,15-08507    ,32.117306706563355,-3.7463246970433723,-38.53527992038121,-3.7466024466139194,-38.53536483506329
15-05337    ,15-05338    ,32.1206277809472,-3.7454894840536626,-38.53875818366947,-3.7457074732500946,-38.538949455840516
08-07177    ,08-07178    ,32.125,-3.7448946246313914,-38.534567636631444,-3.7448944703846103,-38.5342783333482
08-05256    ,08-10759    ,32.125856271680085,-3.738256589016136,-38.537229023254234,-3.7384352840256896,-38.53700086194878
08-00853    ,08-00854    ,32.15894626672502,-3.7373614546147356,-38.53961805652666,-3.7376321767195164,-38.53972410804647
08-00870    ,08-00872    ,32.21897732703507,-3.740691600431418,-38.54149002984488,-3.740420256856897,-38.54159598567241
15-02007    ,15-02026    ,32.24133846864922,-3.750828749299516,-38.5337010867924,-3.7511182602100406,-38.53373639295579
08-00440    ,08-00442    ,32.24234651022216,-3.736789166193201,-38.53517190247866,-3.737011215220953,-38.53498362255646
15-08518    ,15-08519    ,32.27494209300417,-3.749778835379967,-38.53631646949914,-3.750055611941515,-38.53640903549529
